"cluster","cluster.size","study","group"
263,143,"Battram-T_leg_total_mass",NA
263,143,"Battram-T_mean_diameter_for_hdl_particles","cardiometabolic"
263,143,"Battram-T_omega_3_fatty_acids",NA
263,143,"Battram-T_pelvis_area",NA
263,143,"Battram-T_pelvis_bone_mineral_content",NA
263,143,"Battram-T_pelvis_bone_mineral_density","anthropometric"
263,143,"Battram-T_phospholipids_in_large_hdl",NA
263,143,"Battram-T_phospholipids_in_very_large_hdl",NA
263,143,"Battram-T_phospholipids_to_total_lipids_ratio_in_medium_vldl",NA
263,143,"Battram-T_ratio_of_22_6_docosahexaenoic_acid_to_total_fatty_acids",NA
263,143,"Battram-T_ratio_of_omega_3_fatty_acids_to_total_fatty_acids",NA
263,143,"Battram-T_ribs_area",NA
263,143,"Battram-T_ribs_bone_mineral_content",NA
263,143,"Battram-T_ribs_bone_mineral_density",NA
263,143,"Battram-T_sex_hormone_binding_globulin","sex"
263,143,"Battram-T_spine_area",NA
263,143,"Battram-T_spine_bone_mineral_content",NA
263,143,"Battram-T_spine_bone_mineral_density",NA
263,143,"Battram-T_total_body_area",NA
263,143,"Battram-T_total_body_bone_mass","anthropometric"
263,143,"Battram-T_total_body_bone_mineral_content","anthropometric"
263,143,"Battram-T_total_body_bone_mineral_density",NA
263,143,"Battram-T_total_body_mass","anthropometric"
263,143,"Battram-T_total_body_t_score",NA
263,143,"Battram-T_total_body_z_score",NA
263,143,"Battram-T_total_cholesterol_in_hdl",NA
263,143,"Battram-T_total_cholesterol_in_hdl2",NA
263,143,"Battram-T_total_cholesterol_in_hdl3",NA
263,143,"Battram-T_total_cholesterol_in_large_hdl","cardiometabolic"
263,143,"Battram-T_total_cholesterol_in_very_large_hdl","cardiometabolic"
263,143,"Battram-T_total_fat_free_mass",NA
263,143,"Battram-T_total_fat_mass","anthropometric"
263,143,"Battram-T_total_lean_mass",NA
263,143,"Battram-T_total_lipids_in_large_hdl","cardiometabolic"
263,143,"Battram-T_total_lipids_in_very_large_hdl",NA
263,143,"Battram-T_total_region_fat",NA
263,143,"Battram-T_total_tissue_fat",NA
263,143,"Battram-T_total_tissue_mass","tissue"
263,143,"Battram-T_triglycerides_in_large_hdl",NA
263,143,"Battram-T_triglycerides_in_very_large_hdl",NA
263,143,"Battram-T_trunk_area",NA
263,143,"Battram-T_trunk_bone_mass",NA
263,143,"Battram-T_trunk_bone_mineral_content",NA
263,143,"Battram-T_trunk_bone_mineral_density",NA
263,143,"Battram-T_trunk_fat_free_mass",NA
263,143,"Battram-T_trunk_fat_mass","anthropometric"
263,143,"Battram-T_trunk_lean_mass",NA
263,143,"Battram-T_trunk_region_fat","anthropometric"
263,143,"Battram-T_trunk_tissue_fat","tissue"
263,143,"Battram-T_trunk_tissue_mass","tissue"
263,143,"Battram-T_trunk_total_mass","anthropometric"
263,143,"Battram-T_waist_circumference","anthropometric"
263,143,"Battram-T_weight","anthropometric"
264,1,"Battram-T_hip_shaft_area",NA
265,1,"Battram-T_histidine",NA
266,10,"Battram-T_height",NA
266,10,"Battram-T_hip_axis_length",NA
266,10,"Battram-T_hip_lower_neck_area",NA
266,10,"Battram-T_hip_neck_area",NA
266,10,"Battram-T_hip_total_area",NA
266,10,"Battram-T_hip_trochanter_area",NA
266,10,"Battram-T_hip_upper_neck_area",NA
266,10,"Battram-T_hip_ward_s_triangle_area",NA
266,10,"Battram-T_leg_length",NA
266,10,"Battram-T_sitting_height",NA
267,2,"Battram-T_follicle_stimulating_hormone",NA
267,2,"Battram-T_luteinizing_hormone",NA
268,1,"Battram-T_n-terminal_pro-b-type_natriuretic_peptide",NA
269,1,"Battram-T_parathyroid_hormone",NA
270,1,"Battram-T_phenylalanine",NA
271,1,"Battram-T_phospholipids_to_total_lipids_ratio_in_chylomicrons_and_xxl_vldl","cardiometabolic"
272,1,"Battram-T_proinsulin","cardiometabolic"
273,2,"Battram-T_alpha_neck_angle__hip_measurement_",NA
273,2,"Battram-T_theta_neck_angle__hip_measurement_",NA
274,10,"Battram-T_cholesterol_esters_in_medium_hdl",NA
274,10,"Battram-T_concentration_of_medium_hdl_particles",NA
274,10,"Battram-T_concentration_of_small_hdl_particles",NA
274,10,"Battram-T_free_cholesterol_in_medium_hdl",NA
274,10,"Battram-T_free_cholesterol_in_small_hdl",NA
274,10,"Battram-T_mean_diameter_for_ldl_particles",NA
274,10,"Battram-T_phospholipids_in_medium_hdl","cardiometabolic"
274,10,"Battram-T_phospholipids_in_small_hdl",NA
274,10,"Battram-T_total_cholesterol_in_medium_hdl",NA
274,10,"Battram-T_total_lipids_in_medium_hdl",NA
275,92,"31811260_Jia-T_hippocampus_volume",NA
275,92,"31811260_Jia-T_thalamus_volume","neurological"
275,92,"Battram-T_cholesterol_esters_in_chylomicrons_and_extremely_large_vldl",NA
275,92,"Battram-T_cholesterol_esters_in_large_vldl","cardiometabolic"
275,92,"Battram-T_cholesterol_esters_in_medium_vldl",NA
275,92,"Battram-T_cholesterol_esters_in_very_large_vldl","cardiometabolic"
275,92,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_idl",NA
275,92,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_large_hdl","cardiometabolic"
275,92,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_medium_hdl",NA
275,92,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_medium_vldl",NA
275,92,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_small_vldl",NA
275,92,"Battram-T_concentration_of_chylomicrons_and_extremely_large_vldl_particles",NA
275,92,"Battram-T_concentration_of_large_vldl_particles","cardiometabolic"
275,92,"Battram-T_concentration_of_medium_vldl_particles","cardiometabolic"
275,92,"Battram-T_concentration_of_small_vldl_particles","cardiometabolic"
275,92,"Battram-T_concentration_of_very_large_vldl_particles","cardiometabolic"
275,92,"Battram-T_diacylglycerol",NA
275,92,"Battram-T_estimated_degree_of_fatty_acid_unsaturation",NA
275,92,"Battram-T_estimated_description_of_fatty_acid_chain_length_not_actual_carbon_number",NA
275,92,"Battram-T_free_cholesterol_in_chylomicrons_and_extremely_large_vldl",NA
275,92,"Battram-T_free_cholesterol_in_large_vldl","cardiometabolic"
275,92,"Battram-T_free_cholesterol_in_medium_vldl","cardiometabolic"
275,92,"Battram-T_free_cholesterol_in_small_vldl",NA
275,92,"Battram-T_free_cholesterol_in_very_large_vldl","cardiometabolic"
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_chylomicrons_and_xxl_vldl",NA
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_idl",NA
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_large_hdl","cardiometabolic"
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_large_ldl",NA
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_large_vldl",NA
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_very_large_hdl",NA
275,92,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_very_small_vldl",NA
275,92,"Battram-T_glycoprotein_acetyls","other"
275,92,"Battram-T_lactate",NA
275,92,"Battram-T_mean_diameter_for_vldl_particles","cardiometabolic"
275,92,"Battram-T_monounsaturated_fatty_acids_16_1_18_1",NA
275,92,"Battram-T_phospholipids_in_chylomicrons_and_extremely_large_vldl",NA
275,92,"Battram-T_phospholipids_in_large_vldl","cardiometabolic"
275,92,"Battram-T_phospholipids_in_medium_vldl","cardiometabolic"
275,92,"Battram-T_phospholipids_in_small_vldl",NA
275,92,"Battram-T_phospholipids_in_very_large_vldl",NA
275,92,"Battram-T_phospholipids_to_total_lipids_ratio_in_idl",NA
275,92,"Battram-T_phospholipids_to_total_lipids_ratio_in_large_hdl","cardiometabolic"
275,92,"Battram-T_phospholipids_to_total_lipids_ratio_in_medium_hdl",NA
275,92,"Battram-T_phospholipids_to_total_lipids_ratio_in_small_vldl",NA
275,92,"Battram-T_pyruvate","other"
275,92,"Battram-T_ratio_of_18_2_linoleic_acid_to_total_fatty_acids","anthropometric"
275,92,"Battram-T_ratio_of_apolipoprotein_b_to_apolipoprotein_a_i",NA
275,92,"Battram-T_ratio_of_diacylglycerol_to_triglycerides",NA
275,92,"Battram-T_ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids",NA
275,92,"Battram-T_ratio_of_omega_6_fatty_acids_to_total_fatty_acids","anthropometric"
275,92,"Battram-T_ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids",NA
275,92,"Battram-T_ratio_of_triglycerides_to_phosphoglycerides","cardiometabolic"
275,92,"Battram-T_serum_total_triglycerides","cardiometabolic"
275,92,"Battram-T_total_cholesterol_in_chylomicrons_and_extremely_large_vldl",NA
275,92,"Battram-T_total_cholesterol_in_large_vldl","cardiometabolic"
275,92,"Battram-T_total_cholesterol_in_medium_vldl",NA
275,92,"Battram-T_total_cholesterol_in_small_vldl","cardiometabolic"
275,92,"Battram-T_total_cholesterol_in_very_large_vldl","cardiometabolic"
275,92,"Battram-T_total_cholesterol_in_vldl","cardiometabolic"
275,92,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_idl",NA
275,92,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_hdl","cardiometabolic"
275,92,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_hdl",NA
275,92,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_vldl",NA
275,92,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_vldl",NA
275,92,"Battram-T_total_lipids_in_chylomicrons_and_extremely_large_vldl",NA
275,92,"Battram-T_total_lipids_in_large_vldl","cardiometabolic"
275,92,"Battram-T_total_lipids_in_medium_vldl","cardiometabolic"
275,92,"Battram-T_total_lipids_in_small_vldl","cardiometabolic"
275,92,"Battram-T_total_lipids_in_very_large_vldl","cardiometabolic"
275,92,"Battram-T_triglycerides_fasting","cardiometabolic"
275,92,"Battram-T_triglycerides_in_chylomicrons_and_extremely_large_vldl",NA
275,92,"Battram-T_triglycerides_in_hdl",NA
275,92,"Battram-T_triglycerides_in_large_vldl","cardiometabolic"
275,92,"Battram-T_triglycerides_in_medium_hdl",NA
275,92,"Battram-T_triglycerides_in_medium_vldl","cardiometabolic"
275,92,"Battram-T_triglycerides_in_small_hdl","cardiometabolic"
275,92,"Battram-T_triglycerides_in_small_vldl","cardiometabolic"
275,92,"Battram-T_triglycerides_in_very_large_vldl",NA
275,92,"Battram-T_triglycerides_in_very_small_vldl","cardiometabolic"
275,92,"Battram-T_triglycerides_in_vldl","cardiometabolic"
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_idl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_large_hdl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_large_ldl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_medium_hdl","cardiometabolic"
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_medium_ldl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_medium_vldl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_small_hdl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_small_ldl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_small_vldl",NA
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_very_large_hdl","cardiometabolic"
275,92,"Battram-T_triglycerides_to_total_lipids_ratio_in_very_small_vldl",NA
275,92,"Battram-T_vldl_cholesterol_fasting","cardiometabolic"
276,79,"33752734_Yao-C_gene_expression_of_affymetrix_id__2592268__gene_symbol__stat1__meta-analysis","other"
276,79,"Battram-T_18_2_linoleic_acid",NA
276,79,"Battram-T_apolipoprotein_b",NA
276,79,"Battram-T_cholesterol_esters_in_idl",NA
276,79,"Battram-T_cholesterol_esters_in_large_ldl",NA
276,79,"Battram-T_cholesterol_esters_in_medium_ldl",NA
276,79,"Battram-T_cholesterol_esters_in_small_hdl",NA
276,79,"Battram-T_cholesterol_esters_in_small_ldl",NA
276,79,"Battram-T_cholesterol_esters_in_small_vldl","cardiometabolic"
276,79,"Battram-T_cholesterol_esters_in_very_small_vldl",NA
276,79,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_large_ldl",NA
276,79,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_large_vldl",NA
276,79,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_medium_ldl",NA
276,79,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_small_hdl",NA
276,79,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_small_ldl",NA
276,79,"Battram-T_cholesterol_fasting",NA
276,79,"Battram-T_concentration_of_idl_particles","cardiometabolic"
276,79,"Battram-T_concentration_of_large_ldl_particles","cardiometabolic"
276,79,"Battram-T_concentration_of_medium_ldl_particles",NA
276,79,"Battram-T_concentration_of_small_ldl_particles",NA
276,79,"Battram-T_concentration_of_very_small_vldl_particles",NA
276,79,"Battram-T_esterified_cholesterol","cardiometabolic"
276,79,"Battram-T_free_cholesterol","cardiometabolic"
276,79,"Battram-T_free_cholesterol_in_idl",NA
276,79,"Battram-T_free_cholesterol_in_large_ldl",NA
276,79,"Battram-T_free_cholesterol_in_medium_ldl",NA
276,79,"Battram-T_free_cholesterol_in_small_ldl",NA
276,79,"Battram-T_free_cholesterol_in_very_small_vldl",NA
276,79,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_medium_ldl",NA
276,79,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_medium_vldl",NA
276,79,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_small_hdl",NA
276,79,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_small_ldl",NA
276,79,"Battram-T_ldl_cholesterol_fasting",NA
276,79,"Battram-T_omega_6_fatty_acids","anthropometric"
276,79,"Battram-T_phosphatidylcholine_and_other_cholines",NA
276,79,"Battram-T_phospholipids_in_idl","cardiometabolic"
276,79,"Battram-T_phospholipids_in_large_ldl",NA
276,79,"Battram-T_phospholipids_in_medium_ldl",NA
276,79,"Battram-T_phospholipids_in_small_ldl",NA
276,79,"Battram-T_phospholipids_in_very_small_vldl",NA
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_large_ldl","cardiometabolic"
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_large_vldl",NA
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_medium_ldl",NA
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_small_hdl",NA
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_small_ldl",NA
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_very_large_vldl",NA
276,79,"Battram-T_phospholipids_to_total_lipids_ratio_in_very_small_vldl",NA
276,79,"Battram-T_polyunsaturated_fatty_acids","anthropometric"
276,79,"Battram-T_ratio_of_saturated_fatty_acids_to_total_fatty_acids",NA
276,79,"Battram-T_remnant_cholesterol__non-hdl__non-ldl_-cholesterol_",NA
276,79,"Battram-T_saturated_fatty_acids",NA
276,79,"Battram-T_serum_total_cholesterol","cardiometabolic"
276,79,"Battram-T_sphingomyelins","other"
276,79,"Battram-T_total_cholesterol_in_idl",NA
276,79,"Battram-T_total_cholesterol_in_large_ldl",NA
276,79,"Battram-T_total_cholesterol_in_ldl",NA
276,79,"Battram-T_total_cholesterol_in_medium_ldl",NA
276,79,"Battram-T_total_cholesterol_in_small_hdl",NA
276,79,"Battram-T_total_cholesterol_in_small_ldl",NA
276,79,"Battram-T_total_cholesterol_in_very_small_vldl",NA
276,79,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_ldl",NA
276,79,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_vldl",NA
276,79,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_ldl",NA
276,79,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_hdl",NA
276,79,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_ldl",NA
276,79,"Battram-T_total_cholines",NA
276,79,"Battram-T_total_fatty_acids","anthropometric"
276,79,"Battram-T_total_lipids_in_idl","cardiometabolic"
276,79,"Battram-T_total_lipids_in_large_ldl",NA
276,79,"Battram-T_total_lipids_in_medium_ldl",NA
276,79,"Battram-T_total_lipids_in_small_ldl",NA
276,79,"Battram-T_total_lipids_in_very_small_vldl",NA
276,79,"Battram-T_total_phosphoglycerides",NA
276,79,"Battram-T_triglycerides_in_idl",NA
276,79,"Battram-T_triglycerides_in_large_ldl",NA
276,79,"Battram-T_triglycerides_in_ldl",NA
276,79,"Battram-T_triglycerides_in_medium_ldl",NA
276,79,"Battram-T_triglycerides_in_small_ldl",NA
276,79,"Battram-T_triglycerides_to_total_lipids_ratio_in_large_vldl",NA
277,1,"PMC6575085_Whitney-Leet-R_diet_quality",NA
278,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3157901__gene_symbol__plec__meta-analysis","other"
279,1,"31282290_Huan-T_mir-1275",NA
280,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2361342__gene_symbol__sema4a__meta-analysis","other"
280,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2438016__gene_symbol__paqr6__meta-analysis","other"
280,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2438042__gene_symbol__smg5__meta-analysis","other"
280,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2438093__gene_symbol__c1orf85__meta-analysis","other"
281,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2442587__gene_symbol__cd247__meta-analysis","other"
282,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2622359__gene_symbol__rbm6__meta-analysis","other"
282,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2674762__gene_symbol__uba7__meta-analysis","other"
283,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902348__gene_symbol__micb__meta-analysis","other"
284,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3381317__gene_symbol__stard10__meta-analysis","other"
285,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3387033__gene_symbol__mre11a__meta-analysis","other"
286,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3947310__gene_symbol__c22orf32__meta-analysis","other"
287,4,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_very_large_vldl",NA
287,4,"Battram-T_free_cholesterol_to_total_lipids_ratio_in_very_large_vldl",NA
287,4,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_large_vldl",NA
287,4,"Battram-T_triglycerides_to_total_lipids_ratio_in_very_large_vldl",NA
288,1,"26973132_season_of_birth_replication",NA
289,1,"31062658_Santos-Jr-H._socio-economic_position","sep"
290,1,"31915053_Caramaschi-D_seizures_dnam_measured_at_birth_and_seizures_at_18_months",NA
291,1,"Battram-T_androstenedione",NA
292,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2321779__gene_symbol__efhd2__meta-analysis","other"
293,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2407478__gene_symbol__fhl3__meta-analysis","other"
294,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2768354__gene_symbol__txk__meta-analysis","other"
295,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3293840__gene_symbol__spock2__meta-analysis","other"
296,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3334501__gene_symbol__prdx5__meta-analysis","other"
297,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3349719__gene_symbol__zbtb16__meta-analysis","other"
298,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3441849__gene_symbol__tnfrsf1a__meta-analysis","other"
299,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3444147__gene_symbol__klrc1__meta-analysis","other"
300,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3503164__gene_symbol__cdc16__meta-analysis","other"
301,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3526378__gene_symbol__pcid2__meta-analysis","other"
302,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3558359__gene_symbol__gzmh__meta-analysis","other"
302,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3558375__gene_symbol__gzmb__meta-analysis","other"
303,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3662444__gene_symbol__nlrc5__meta-analysis","other"
304,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3725602__gene_symbol__abi3__meta-analysis","other"
305,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3959986__gene_symbol__il2rb__meta-analysis","other"
306,1,"30101351_Chamberlain-JA_methyl_donor_index_sum_of_z-scores_from_other_seven_nutrients_in_study",NA
307,1,"33414392_Arranz-MJ_borderline_personality_disorder_with_trauma_discovery","neurological"
308,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2901970__gene_symbol__mir4640__meta-analysis","other"
308,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2948648__gene_symbol__linc00243__meta-analysis","other"
308,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2948887__gene_symbol__not_mapped__meta-analysis","other"
308,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__2948926__gene_symbol__not_mapped__meta-analysis","other"
309,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3085990__gene_symbol__blk__meta-analysis","other"
310,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3119945__gene_symbol__grina__meta-analysis","other"
311,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3303478__gene_symbol__sec31b__meta-analysis","other"
312,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3449068__gene_symbol__tmtc1__meta-analysis","other"
313,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3965984__gene_symbol__ncaph2__meta-analysis","other"
314,1,"Battram-T_anti-mullerian_hormone",NA
315,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2325479__gene_symbol__rcan3__meta-analysis","other"
316,19,"25052007_schizophrenia",NA
316,19,"27358489_prostate_cancer_progression_discovery",NA
316,19,"27448387_prenatal_no2_exposure_adjusted_for_cell_counts","perinatal"
316,19,"27448387_prenatal_no2_exposure_discovery",NA
316,19,"27591263_smoking_during_pregnancy_discovery","smoking"
316,19,"27591263_smoking_during_pregnancy_replication","smoking"
316,19,"27591263_smoking_during_pregnancy_validation","smoking"
316,19,"32484729_Eze-Inkenna_nitrogen_dioxide_air_pollution",NA
316,19,"33752734_Yao-C_gene_expression_of_affymetrix_id__2343473__gene_symbol__ifi44l__meta-analysis","other"
316,19,"33752734_Yao-C_gene_expression_of_affymetrix_id__2343511__gene_symbol__ifi44__meta-analysis","other"
316,19,"33752734_Yao-C_gene_expression_of_affymetrix_id__2675315__gene_symbol__cacna2d2__meta-analysis","other"
316,19,"Battram-T_cholesterol_esters_to_total_lipids_ratio_in_very_large_hdl",NA
316,19,"Battram-T_phospholipids_to_total_lipids_ratio_in_very_large_hdl",NA
316,19,"Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_large_hdl",NA
316,19,"Sammallahti-S_maternal_anxiety_during_pregnancy_meta-analysis,_using_450k-only_sites",NA
316,19,"33752734_Yao-C_gene_expression_of_affymetrix_id__2523801__gene_symbol__cd28__meta-analysis","other"
316,19,"Battram-T_vitamin_d",NA
316,19,"Battram-T_anti-thyroperoxidase",NA
316,19,"27591263_smoking_during_pregnancy_validation_and_replication","smoking"
317,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2845973__gene_symbol__lpcat1__meta-analysis","other"
318,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3560864__gene_symbol__ppp2r3c__meta-analysis","other"
319,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3570556__gene_symbol__med6__meta-analysis","other"
320,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3797032__gene_symbol__epb41l3__meta-analysis","other"
321,1,"26646899_obesity",NA
322,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3945006__gene_symbol__h1f0__meta-analysis","other"
323,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3226160__gene_symbol__st6galnac6__meta-analysis","other"
324,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3699707__gene_symbol__adat1__meta-analysis","other"
325,1,"33277923_Stephenson-M_alcohol_consumption_discordant_model_-_comparison_of_mz_twins_with_discordant_drinking_categories",NA
326,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2515627__gene_symbol__itga6__meta-analysis","other"
327,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2835531__gene_symbol__ndst1__meta-analysis","other"
328,2,"24014485_Petersen-A-K_m01125_isoleucine_no_snps_model","other"
328,2,"24014485_Petersen-A-K_m01125_isoleucine_snps_as_covariates_model","other"
329,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3870449__gene_symbol__vstm1__meta-analysis","other"
330,1,"Battram-T_albumin",NA
331,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3962587__gene_symbol__arfgap3__meta-analysis","other"
332,2,"24014485_Petersen-A-K_m01302_methionine_no_snps_model","other"
332,2,"24014485_Petersen-A-K_m01302_methionine_snps_as_covariates_model","other"
333,2,"24014485_Petersen-A-K_m01494_5-oxoproline_no_snps_model","other"
333,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3120066__gene_symbol__maf1__meta-analysis","other"
334,2,"24014485_Petersen-A-K_m15630_n-acetylornithine_no_snps_model","other"
334,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2488785__gene_symbol__alms1__meta-analysis","other"
335,2,"24014485_Petersen-A-K_m17945_2-hydroxystearate_no_snps_model","other"
335,2,"24014485_Petersen-A-K_m17945_2-hydroxystearate_snps_as_covariates_model","other"
336,2,"24014485_Petersen-A-K_m21184_1-oleoylglycerol_1-monoolein_no_snps_model","other"
336,2,"24014485_Petersen-A-K_m21184_1-oleoylglycerol_1-monoolein_snps_as_covariates_model","other"
337,2,"24014485_Petersen-A-K_m27447_1-linoleoylglycerol_1-monolinolein_no_snps_model","other"
337,2,"24014485_Petersen-A-K_m27447_1-linoleoylglycerol_1-monolinolein_snps_as_covariates_model","other"
338,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2377165__gene_symbol__c4bpa__meta-analysis","other"
339,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2676518__gene_symbol__sfmbt1__meta-analysis","other"
340,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2906333__gene_symbol__daam2__meta-analysis","other"
341,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3645402__gene_symbol__flywch1__meta-analysis","other"
342,1,"Battram-T_glutamine",NA
343,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3662387__gene_symbol__herpud1__meta-analysis","other"
344,2,"24014485_Petersen-A-K_m32808_x-11491_no_snps_model","other"
344,2,"24014485_Petersen-A-K_m32808_x-11491_snps_as_covariates_model","other"
345,2,"24014485_Petersen-A-K_m33822_1-docosahexaenoylglycerophosphocholine__no_snps_model","other"
345,2,"24014485_Petersen-A-K_m33822_1-docosahexaenoylglycerophosphocholine__snps_as_covariates_model","other"
346,2,"24014485_Petersen-A-K_m35253_2-palmitoylglycerophosphocholine__no_snps_model","other"
346,2,"24014485_Petersen-A-K_m35253_2-palmitoylglycerophosphocholine__snps_as_covariates_model","other"
347,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3046520__gene_symbol__tarp__meta-analysis","other"
348,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2619344__gene_symbol__nktr__meta-analysis","other"
349,6,"25381334_Battram-T_sex_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse60275","sex"
349,6,"31282290_Huan-T_mir-363-3p",NA
349,6,"31282290_Huan-T_mir-652-3p",NA
349,6,"33414392_Arranz-MJ_borderline_personality_disorder_discovery",NA
